File,Issue,Date,Details
2018444,Software,20/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,21/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,22/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,23/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,24/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,25/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,26/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,27/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,28/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,29/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,30/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,31/12/2023,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,1/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,2/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,3/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,4/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,5/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,6/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,7/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,8/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,9/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,10/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,11/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,12/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,13/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,14/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,15/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,16/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,17/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,18/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,19/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,20/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,21/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,22/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,23/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
2018444,Software,24/1/2024,"1) Checks found the symptoms above 
2) Check log found Rotsory Communication error occur 
3) Check the error code on GCIFA found previous error occur on Channel 4 
4) Perform MUDAT Test no error occur on DCA 
5) Check raw data E3 for mudat error , no error found due to error didn't occur during scanning 
6) Reset cable at OPCONTA GCIFA OK 
7) KIV the symptom 1 week"
